gene_name	class_type	count	probes
PCDH9	class2	46	{'cg26086939', 'cg15706776', 'cg27422141', 'cg10737195', 'cg17387979', 'cg03693403', 'cg02407785', 'cg18755728', 'cg16184802', 'cg15566921', 'cg03283124', 'cg13700000', 'cg05845236', 'cg14012112', 'cg13798384', 'cg25491122', 'cg23453618', 'cg20923085', 'cg04304255', 'cg03272499', 'cg06689205', 'cg10096351', 'cg13473086', 'cg24352054', 'cg16682576', 'cg18494043', 'cg15585332', 'cg05022363', 'cg13859183', 'cg18855836', 'cg15090549', 'cg10707081', 'cg15671725', 'cg09985739', 'cg20390826', 'cg15401505', 'cg18815589', 'cg02558570', 'cg06081220', 'cg07980469', 'cg15067350', 'cg25631436', 'cg25155679', 'cg09526356', 'cg23126342', 'cg20666533'}
UBAC2	class1	10	{'cg16139401', 'cg16691989', 'cg14065841', 'cg04449126', 'cg04528152', 'cg08263066', 'cg02113729', 'cg13147013', 'cg02445421', 'cg11501364'}
UBAC2	class2	49	{'cg02235741', 'cg18560638', 'cg19635644', 'cg16311158', 'cg11844660', 'cg09855140', 'cg24509225', 'cg10736330', 'cg09626634', 'cg16193278', 'cg25773917', 'cg14373760', 'cg05271910', 'cg15880501', 'cg21788972', 'cg15426006', 'cg02217184', 'cg18423154', 'cg20870372', 'cg21461805', 'cg21966289', 'cg07450210', 'cg19967511', 'cg23500444', 'cg05257202', 'cg16131748', 'cg26663293', 'cg22148297', 'cg07841849', 'cg10898310', 'cg16941122', 'cg09561830', 'cg03404502', 'cg12578486', 'cg02721336', 'cg11667400', 'cg14293633', 'cg17575446', 'cg18967835', 'cg19825182', 'cg02213716', 'cg23168397', 'cg02702515', 'cg16683060', 'cg21876656', 'cg10091709', 'cg03654391', 'cg10241697', 'cg02246968'}
RBM26	class1	6	{'cg19203765', 'cg02519222', 'cg09517628', 'cg21975824', 'cg12383823', 'cg05777554'}
RBM26	class2	10	{'cg05002124', 'cg18601293', 'cg19824897', 'cg15910685', 'cg05605149', 'cg21306212', 'cg16969872', 'cg07303017', 'cg04261072', 'cg19211853'}
MLNR	class1	6	{'cg11138095', 'cg07447742', 'cg20798249', 'cg21726844', 'cg07935568', 'cg05077231'}
MLNR	class2	6	{'cg06698686', 'cg15866367', 'cg10795666', 'cg02620013', 'cg06476591', 'cg26897297'}
C13orf23	class1	6	{'cg14640736', 'cg23629034', 'cg12963096', 'cg12415720', 'cg09179485', 'cg17350349'}
C13orf23	class2	15	{'cg05926266', 'cg26095546', 'cg02747671', 'cg17440939', 'cg16513167', 'cg14156149', 'cg05290780', 'cg22950347', 'cg13511620', 'cg14955692', 'cg05721478', 'cg17904815', 'cg25257709', 'cg13152990', 'cg08408316'}
NHLRC3	class1	5	{'cg05926266', 'cg02747671', 'cg05721478', 'cg22950347', 'cg13511620'}
NHLRC3	class2	14	{'cg27369242', 'cg14640736', 'cg23629034', 'cg12963096', 'cg12415720', 'cg09179485', 'cg25257709', 'cg17904815', 'cg14955692', 'cg17440939', 'cg17350349', 'cg18817831', 'cg16513167', 'cg08408316'}
GSX1	class1	6	{'cg17352540', 'cg26270746', 'cg11571585', 'cg11444278', 'cg11508413', 'cg14973588'}
GSX1	class2	10	{'cg11354629', 'cg14367229', 'cg05344430', 'cg26609631', 'cg21851351', 'cg05967403', 'cg03388293', 'cg17369527', 'cg10071824', 'cg14168923'}
TRIM13	class1	6	{'cg18546006', 'cg09145126', 'cg23213230', 'cg24030370', 'cg16403250', 'cg12368542'}
TRIM13	class2	11	{'cg14364729', 'cg27533013', 'cg17395513', 'cg13585149', 'cg22825979', 'cg11279404', 'cg04603834', 'cg07218344', 'ch.13.693633F', 'cg06440361', 'cg07530200'}
WBP4	class1	7	{'cg13686622', 'cg08438126', 'cg10909163', 'cg23391171', 'cg18400088', 'cg22019999', 'cg18157773'}
WBP4	class2	10	{'cg07014351', 'cg11311296', 'cg06096994', 'cg08406071', 'cg12394628', 'cg24676409', 'ch.13.504751F', 'cg15600342', 'cg24914313', 'cg24219962'}
PACS2	class1	9	{'cg16162970', 'cg03581459', 'cg18954339', 'cg25106461', 'cg09278107', 'cg10051299', 'cg27097962', 'cg00241281', 'cg00808648'}
PACS2	class2	98	{'cg10967532', 'cg24732878', 'cg19499452', 'cg19895185', 'cg04926668', 'cg05048426', 'cg18568335', 'cg13276896', 'cg26677958', 'cg12158535', 'cg00479347', 'cg03555487', 'cg13808183', 'cg25109719', 'cg26226702', 'cg07473223', 'cg24016360', 'cg16419054', 'cg18474185', 'cg18397450', 'cg02970735', 'cg01266790', 'cg24172675', 'cg14883106', 'cg04934643', 'cg19584790', 'cg05412222', 'cg25998794', 'cg19643097', 'cg00007226', 'cg06937357', 'cg21543270', 'cg21490485', 'cg07438412', 'cg25112002', 'cg07386952', 'cg04803856', 'cg04717703', 'cg16559695', 'cg24185850', 'cg23520889', 'cg08139059', 'cg01830256', 'cg07086947', 'cg18374755', 'cg12425861', 'cg06783197', 'cg14063129', 'cg10348368', 'cg06438577', 'cg19769147', 'cg14401320', 'cg01550215', 'cg18638769', 'cg10061492', 'cg14851496', 'cg16092330', 'cg21548869', 'cg14020326', 'cg21903221', 'cg15483436', 'cg01900788', 'cg16783764', 'cg22976533', 'cg04285855', 'cg26379707', 'cg18239942', 'cg03518390', 'cg07521618', 'cg23564442', 'cg00832329', 'cg22908922', 'cg01947482', 'cg16467990', 'cg13573626', 'cg27237420', 'cg23259001', 'cg11028291', 'cg12948543', 'cg23109041', 'cg08208595', 'cg01052428', 'cg18912855', 'cg21569854', 'cg04935666', 'cg24040299', 'cg05324894', 'cg15936935', 'cg26376835', 'cg01941881', 'cg25582924', 'cg18853010', 'cg23895155', 'cg08105005', 'cg09356193', 'cg12063580', 'cg21170836', 'cg26361513'}
KIAA1409	class1	6	{'cg06846512', 'cg04370737', 'cg22516105', 'cg16034652', 'cg01868016', 'cg12730424'}
KIAA1409	class2	49	{'cg26112050', 'cg16451355', 'cg18587499', 'cg13034868', 'cg21498620', 'cg24112454', 'cg12086340', 'cg05794411', 'cg06084557', 'cg12196570', 'cg23244062', 'cg10212537', 'cg01726287', 'cg19642748', 'cg21149595', 'cg00741624', 'cg10119705', 'cg23962175', 'cg16113347', 'cg20938103', 'cg09216001', 'cg02008727', 'cg26354128', 'cg02164332', 'cg27651218', 'cg23677780', 'cg16461423', 'cg10340801', 'cg01992832', 'cg23410220', 'cg06626359', 'cg15377113', 'cg18295923', 'cg20601096', 'cg10532364', 'cg01769553', 'cg24708056', 'ch.14.1513839R', 'cg19937378', 'cg23464271', 'cg04994970', 'cg10213488', 'cg02100474', 'cg00008493', 'cg23206622', 'cg02259429', 'cg21491013', 'cg09011244', 'cg15977246'}
TSHR	class1	5	{'cg18165349', 'cg07674153', 'cg25095848', 'cg10335860', 'cg26392005'}
TSHR	class2	19	{'cg21487950', 'cg24160582', 'cg26156085', 'cg13525276', 'cg19563130', 'cg09721659', 'cg01682285', 'cg05933224', 'cg22855021', 'cg10825315', 'cg18625627', 'cg23234607', 'cg07961634', 'cg09076337', 'cg12196847', 'cg14373410', 'cg08210506', 'cg16108059', 'cg00010242'}
PAX9	class1	9	{'cg00762160', 'cg04711852', 'cg01972418', 'cg01627823', 'cg18138671', 'cg01672943', 'cg19842809', 'cg00970313', 'cg02428056'}
PAX9	class2	39	{'cg02178684', 'cg11194925', 'cg06749715', 'cg23683588', 'cg01803925', 'cg04426862', 'cg26620157', 'cg04994761', 'cg04243401', 'cg26094789', 'cg04415798', 'cg01794426', 'cg21207665', 'cg09814975', 'cg24066316', 'cg23655970', 'cg10913846', 'cg20710709', 'cg19538655', 'cg22968936', 'cg10911990', 'cg25617340', 'cg18565268', 'cg13678371', 'cg07397956', 'cg19032066', 'cg10741025', 'cg05842348', 'cg05917460', 'cg17696160', 'cg18361098', 'cg21875330', 'cg01002381', 'cg00011482', 'cg11091113', 'cg12857945', 'cg07459252', 'cg06756919', 'cg00509670'}
ANG	class1	8	{'cg22784964', 'cg25327013', 'cg01114249', 'cg00968038', 'cg00012199', 'cg04334406', 'cg04838709', 'cg15927878'}
ANG	class2	20	{'cg07572927', 'cg19211827', 'cg09562503', 'cg05296180', 'cg04783966', 'cg01019876', 'cg02939508', 'cg21882356', 'cg10850001', 'cg22862526', 'cg16154578', 'cg16579844', 'cg03519263', 'cg18230367', 'cg18600163', 'cg14496983', 'cg22723026', 'cg18321533', 'cg18486231', 'cg11839334'}
RNASE4	class1	8	{'cg22784964', 'cg25327013', 'cg01114249', 'cg00968038', 'cg00012199', 'cg04334406', 'cg04838709', 'cg15927878'}
RNASE4	class2	24	{'cg07572927', 'cg19211827', 'cg09562503', 'cg05296180', 'cg04783966', 'cg01019876', 'cg06908401', 'cg27134342', 'cg02939508', 'cg21882356', 'cg09803574', 'cg10850001', 'cg16767964', 'cg22862526', 'cg16154578', 'cg16579844', 'cg03519263', 'cg18230367', 'cg18600163', 'cg14496983', 'cg22723026', 'cg18321533', 'cg18486231', 'cg11839334'}
C14orf135	class1	5	{'cg15852532', 'cg12407844', 'cg06746112', 'cg00708844', 'cg14987564'}
C14orf135	class2	11	{'cg08082389', 'cg02850003', 'cg14094449', 'cg18208853', 'cg09314642', 'cg26172862', 'cg01074676', 'cg13277940', 'cg03037218', 'cg00017033', 'cg01023344'}
DLK1	class1	19	{'cg17412258', 'cg11193865', 'cg10113715', 'cg18392604', 'cg16544010', 'cg10528576', 'cg06504820', 'cg09865386', 'cg09212014', 'cg14092276', 'cg18864857', 'cg16800708', 'cg18122767', 'cg18373878', 'cg15831296', 'cg13684115', 'cg16103098', 'cg27109672', 'cg23522522'}
DLK1	class2	22	{'cg02874376', 'cg01983373', 'cg11847710', 'cg21575295', 'cg18627429', 'cg21902964', 'cg18279536', 'cg18085033', 'cg13546977', 'cg19628497', 'cg09971646', 'cg19845209', 'cg01242498', 'cg12193817', 'cg00019511', 'cg19937288', 'cg16146794', 'cg18101157', 'cg16057408', 'cg18121862', 'cg06755717', 'cg27272533'}
MAP3K9	class1	6	{'cg00723044', 'cg02311152', 'cg15351214', 'cg05354479', 'cg20078405', 'cg15951661'}
MAP3K9	class2	18	{'cg01022840', 'cg23136008', 'cg12850822', 'cg21836031', 'cg04793916', 'cg10294797', 'cg10496350', 'cg13263087', 'cg01624081', 'cg00906060', 'cg18389845', 'cg06600401', 'cg03471895', 'cg00025138', 'cg18493348', 'cg12814766', 'cg26578476', 'cg07928551'}
RPL36AL	class1	6	{'cg07184439', 'cg11700584', 'cg02993890', 'cg04431133', 'cg00061086', 'cg15316458'}
RPL36AL	class2	13	{'cg26988241', 'cg01485704', 'cg02873700', 'cg01797567', 'cg07555290', 'cg24149364', 'cg01096546', 'cg10008539', 'cg00948862', 'cg19774553', 'cg09131529', 'cg19958009', 'cg23106158'}
JUB	class1	6	{'cg05143345', 'cg27601516', 'cg18073151', 'cg22935317', 'cg14220764', 'cg21209876'}
JUB	class2	17	{'cg17559711', 'cg08188555', 'cg06971253', 'cg20480233', 'cg22971594', 'cg00069242', 'cg04227701', 'cg19855227', 'cg07588128', 'cg13594432', 'cg13067221', 'cg16271600', 'cg06998137', 'cg03508235', 'cg26382848', 'cg02071795', 'cg06959340'}
GALNTL1	class1	9	{'cg23928824', 'cg10876207', 'cg00080706', 'cg08271153', 'cg18558006', 'cg00307214', 'cg20937016', 'cg01809371', 'cg05908587'}
GALNTL1	class2	17	{'cg18903480', 'cg04192663', 'cg13170179', 'cg23553762', 'cg20603609', 'cg20076126', 'cg05157120', 'cg05049361', 'cg07093825', 'cg05206120', 'cg21210994', 'cg20896439', 'cg10530793', 'cg15065139', 'cg18326365', 'cg01582473', 'cg05410536'}
MAX	class1	5	{'cg27079563', 'cg08737421', 'cg12022049', 'cg20040285', 'cg10345337'}
MAX	class2	13	{'cg11161011', 'cg13555543', 'cg01230508', 'cg11822076', 'cg23173466', 'cg16583315', 'cg26396452', 'cg00090767', 'cg26179022', 'cg26085285', 'cg01858923', 'cg04318212', 'cg01643441'}
MEG3	class1	20	{'cg04576764', 'cg10065153', 'cg10943497', 'cg20952167', 'cg12967319', 'cg16567044', 'cg14034270', 'cg10540302', 'cg19643803', 'cg02982753', 'cg02888166', 'cg16738180', 'cg02313552', 'cg04304932', 'cg14119337', 'cg14070323', 'cg24089209', 'cg23870378', 'cg09280976', 'cg22940816'}
MEG3	class2	34	{'cg09971102', 'cg14121301', 'cg02144518', 'cg16106804', 'cg24183098', 'cg01022345', 'cg14123427', 'cg14245102', 'cg23176399', 'cg00971034', 'cg08294662', 'cg15503076', 'cg08051604', 'cg05200614', 'cg13701991', 'cg09285543', 'cg18186343', 'cg23912522', 'cg00096742', 'cg05711886', 'cg19509303', 'cg24757755', 'cg25836301', 'cg08698721', 'cg15101633', 'cg04291079', 'cg11035687', 'cg15373285', 'cg03039990', 'cg26374305', 'cg09926418', 'cg27142093', 'cg15419911', 'cg07460524'}
FAM164C	class1	5	{'cg19886565', 'cg00327772', 'cg24073131', 'cg15979150', 'cg02213475'}
FAM164C	class2	8	{'cg05164350', 'cg00103685', 'cg05428298', 'cg23707230', 'cg04315226', 'cg01895014', 'cg13783444', 'cg12125332'}
SNHG10	class1	5	{'cg01304278', 'cg18668382', 'cg12096759', 'cg13186710', 'cg03925921'}
SNHG10	class2	15	{'cg16154372', 'cg18288069', 'cg24684394', 'cg11375079', 'cg08047860', 'cg02940042', 'cg13082157', 'cg23121301', 'cg13134825', 'cg04985324', 'cg00126210', 'cg23581793', 'cg04362655', 'cg26007049', 'cg13511115'}
GLRX5	class1	5	{'cg24684394', 'cg02940042', 'cg04985324', 'cg26007049', 'cg13511115'}
GLRX5	class2	16	{'cg16154372', 'cg18288069', 'cg11375079', 'cg08047860', 'cg13082157', 'cg23121301', 'cg01304278', 'cg18668382', 'cg12096759', 'cg13134825', 'cg00126210', 'cg08292290', 'cg04362655', 'cg13186710', 'cg03925921', 'cg19002784'}
MEG8	class1	12	{'cg10772372', 'cg18122215', 'cg08112616', 'cg26325174', 'cg05303297', 'cg06830724', 'cg18990667', 'cg00869308', 'cg13804788', 'cg16406141', 'cg20963002', 'cg23196205'}
MEG8	class2	8	{'cg01034631', 'cg16126137', 'cg15811668', 'cg06804177', 'cg00166915', 'cg13573346', 'cg21874404', 'cg18538961'}
MIR299	class1	7	{'cg01132653', 'cg18384960', 'cg20067612', 'cg21876806', 'cg02135464', 'cg11869773', 'cg00989505'}
MIR299	class2	9	{'cg03556771', 'cg10036091', 'cg19603100', 'cg25069907', 'cg00175487', 'cg18484488', 'cg10969550', 'cg10082525', 'cg23492249'}
C14orf43	class1	7	{'cg13976502', 'cg14585852', 'cg13627097', 'cg01153342', 'cg03519879', 'cg02615402', 'cg10919522'}
C14orf43	class2	49	{'cg23484159', 'cg20517697', 'cg19461252', 'cg10883375', 'cg08258506', 'cg27114727', 'cg24128590', 'cg25088009', 'cg21032266', 'cg22851561', 'cg26038700', 'cg01020484', 'cg25946216', 'cg08541933', 'cg14097440', 'cg02947021', 'cg23367119', 'cg24069935', 'cg16702313', 'cg07932290', 'cg03617367', 'cg17454920', 'cg18184107', 'cg23940655', 'cg24996979', 'cg05165025', 'cg25952104', 'cg01904243', 'cg12166570', 'cg26217402', 'cg16398761', 'cg15499560', 'cg14844848', 'cg06002524', 'cg18583329', 'cg21875274', 'cg11858564', 'cg00280922', 'cg18275445', 'cg01731783', 'cg15462247', 'cg26683425', 'cg23705847', 'cg23263802', 'cg14966496', 'cg04285477', 'cg06891663', 'cg19527121', 'cg23938483'}
ZNF219	class1	8	{'cg11107524', 'cg00968545', 'cg11701094', 'cg18624544', 'cg19739578', 'cg02988727', 'cg15889106', 'cg16288378'}
ZNF219	class2	26	{'cg23374312', 'cg21752338', 'cg04774469', 'cg16074383', 'cg08465183', 'cg15383338', 'cg10612998', 'cg15444192', 'cg16101572', 'cg00299767', 'cg04913443', 'cg16022304', 'cg18088032', 'cg04334011', 'cg19571214', 'cg23576507', 'cg01027805', 'cg07146723', 'cg11078198', 'cg13791538', 'cg20951054', 'cg07039469', 'cg26070281', 'cg00577417', 'cg11196175', 'cg10204629'}
DIO3	class1	13	{'cg04818710', 'cg01693026', 'cg13126530', 'cg04623955', 'cg23354716', 'cg20560169', 'cg21174533', 'cg01044961', 'cg16781205', 'cg00328051', 'cg02609127', 'cg18301891', 'cg07193553'}
DIO3	class2	11	{'cg15238382', 'cg05176667', 'cg00946245', 'cg00741900', 'cg18804615', 'cg15341124', 'cg02287710', 'cg22799420', 'cg01664864', 'cg01085461', 'cg00762185'}
KCNK13	class1	8	{'cg12212555', 'cg09448946', 'cg01172965', 'cg18499667', 'cg25942631', 'cg05330297', 'cg22819502', 'cg02136132'}
KCNK13	class2	16	{'cg25874421', 'cg01033209', 'cg22669058', 'cg18306625', 'cg13509849', 'cg21231789', 'cg23900774', 'cg25225073', 'cg20023155', 'cg00364611', 'cg19584875', 'cg05182249', 'cg00881552', 'cg19331426', 'cg21191365', 'cg13200664'}
SEC23A	class1	5	{'cg00377727', 'cg25580268', 'cg15491047', 'cg10130021', 'cg08925066'}
SEC23A	class2	10	{'cg18127619', 'cg19634332', 'cg04977983', 'cg07526883', 'cg18089145', 'cg10853137', 'cg02056847', 'cg07484315', 'cg12191970', 'cg26930889'}
LTBP2	class1	5	{'cg00417165', 'cg08299089', 'cg26126052', 'cg06834434', 'cg03510159'}
LTBP2	class2	33	{'cg06217862', 'cg03802461', 'cg12879727', 'cg09331879', 'cg17347104', 'cg09370702', 'cg16056219', 'cg18837429', 'cg12153422', 'cg15981604', 'cg14358448', 'cg15926671', 'cg20375122', 'cg03491087', 'cg27317046', 'cg17335494', 'cg05292605', 'cg25980489', 'cg26273150', 'cg07531056', 'cg08189843', 'cg20718816', 'cg05848660', 'cg11718443', 'cg14986500', 'cg24164786', 'cg26011692', 'cg18835656', 'cg26084949', 'cg16239257', 'cg11114503', 'cg12921961', 'cg14340889'}
NKX2-8	class1	5	{'cg08081845', 'cg06621744', 'cg26206196', 'cg17929068', 'cg20008148'}
NKX2-8	class2	14	{'cg00680572', 'cg17333109', 'cg03036373', 'cg18396984', 'cg00456637', 'cg14165308', 'cg23705938', 'cg17685628', 'cg10561835', 'cg00950398', 'cg09802608', 'cg23676577', 'cg10530851', 'cg01188396'}
PPP2R5C	class1	7	{'cg08163906', 'cg18952599', 'cg08479957', 'cg01659459', 'cg21570168', 'cg05865327', 'cg14542196'}
PPP2R5C	class2	53	{'cg04726250', 'cg18997701', 'cg25096615', 'cg12069736', 'cg00723271', 'cg27161702', 'cg27055481', 'cg20070026', 'cg05920961', 'cg13696228', 'cg05086282', 'cg17904575', 'cg27022326', 'cg08393828', 'cg05020081', 'cg00986053', 'cg16201061', 'cg10764933', 'cg18453481', 'cg19745541', 'cg23266151', 'cg15428435', 'cg09334074', 'cg02220617', 'cg21244304', 'cg23439621', 'cg12129209', 'cg03082517', 'cg25568561', 'cg13504976', 'cg09990596', 'cg10816323', 'cg01823956', 'cg11903096', 'cg14512008', 'cg14982987', 'cg05071770', 'cg01066494', 'cg02263165', 'cg13796246', 'cg27663587', 'cg18492997', 'cg19478371', 'cg26923246', 'cg00457115', 'cg15321108', 'cg02020821', 'cg18107409', 'cg15924582', 'cg26075905', 'cg05036013', 'cg14373220', 'cg01991514'}
C14orf79	class1	6	{'cg02198617', 'cg23541019', 'cg06891164', 'cg08295608', 'cg26286101', 'cg11836154'}
C14orf79	class2	11	{'cg01649064', 'cg15895213', 'cg18324576', 'cg07103895', 'cg00460818', 'cg16316993', 'cg16715127', 'cg20070837', 'cg23714481', 'cg08112354', 'cg02063360'}
NFATC4	class1	12	{'cg03577460', 'cg05330668', 'cg25076767', 'cg26158983', 'cg04267345', 'cg13536265', 'cg01195833', 'cg06993714', 'cg12930714', 'cg14058476', 'cg15346168', 'cg26705574'}
NFATC4	class2	17	{'cg10974463', 'cg01580176', 'cg12177793', 'cg07548372', 'cg13565866', 'cg20941956', 'cg08279035', 'cg07162820', 'cg01233722', 'cg26009486', 'cg01495907', 'cg00462311', 'cg05243890', 'cg06111454', 'cg26846476', 'cg01658259', 'cg16371477'}
EIF2S1	class1	6	{'cg20908993', 'cg06889607', 'cg01838419', 'cg00924576', 'cg21926698', 'cg14286928'}
EIF2S1	class2	8	{'cg00496170', 'cg10816863', 'cg00733324', 'cg10952591', 'cg04875212', 'cg11076181', 'cg22792862', 'cg22868346'}
BMP4	class1	8	{'cg03054480', 'cg09229893', 'cg24526899', 'cg09226388', 'cg00883329', 'cg15318690', 'cg16389901', 'cg04937184'}
BMP4	class2	18	{'cg08169864', 'cg14310034', 'cg05923197', 'cg18951977', 'cg01963240', 'cg09367901', 'cg20297199', 'cg16277510', 'cg00522049', 'cg02254554', 'cg01873886', 'cg10952804', 'cg21036096', 'cg18686155', 'cg08046044', 'cg05928290', 'cg04245766', 'cg08162372'}
MAP4K5	class1	7	{'cg17356181', 'cg21062897', 'cg18414618', 'cg18259504', 'cg26434988', 'cg26322913', 'cg10091299'}
MAP4K5	class2	13	{'cg23561766', 'cg27118230', 'cg09207296', 'cg05224827', 'cg09841898', 'cg10547927', 'cg23305229', 'cg18440188', 'cg23893897', 'cg00531307', 'cg07463167', 'cg02042393', 'ch.14.564806R'}
ATL1	class1	8	{'cg23561766', 'cg27118230', 'cg05224827', 'cg10547927', 'cg18440188', 'cg00531307', 'cg23305229', 'cg02042393'}
ATL1	class2	18	{'cg07159958', 'cg10758227', 'cg17356181', 'cg14098780', 'cg18414618', 'cg21008040', 'cg21062897', 'cg21509551', 'cg18259504', 'cg26434988', 'cg26322913', 'cg01919895', 'cg13097993', 'cg21107197', 'cg10091299', 'cg18368807', 'cg19990483', 'cg16489586'}
C14orf86	class1	6	{'cg12173661', 'cg18596947', 'cg24013741', 'cg13737408', 'cg19775206', 'cg16736080'}
C14orf86	class2	12	{'cg26267081', 'cg16087165', 'cg11150191', 'cg04836972', 'cg00592315', 'cg03219493', 'cg20022541', 'cg24162377', 'cg25938647', 'cg19591003', 'cg13026754', 'cg15893035'}
C14orf37	class1	5	{'cg18463820', 'cg23252261', 'cg01677545', 'cg01036746', 'cg00607196'}
C14orf37	class2	17	{'cg16499677', 'cg20066602', 'cg05733554', 'cg12777448', 'cg04541606', 'cg05939089', 'cg19764854', 'cg26196424', 'cg15908186', 'cg01533082', 'cg11112791', 'cg10209752', 'cg15817440', 'cg27295288', 'cg17913451', 'cg23642334', 'cg02128489'}
NUBPL	class1	5	{'cg18962786', 'cg12953657', 'cg13131167', 'cg21033861', 'cg00620224'}
NUBPL	class2	17	{'cg02175309', 'cg23564928', 'cg02911569', 'cg10328875', 'cg23623486', 'cg26218646', 'cg13165928', 'cg19883843', 'cg13109558', 'cg09990421', 'cg14408059', 'cg18885501', 'cg22905571', 'cg00760812', 'cg23551132', 'cg19571686', 'cg01642415'}
SIX4	class1	5	{'cg11059617', 'cg23110540', 'cg26392828', 'cg17001399', 'cg09970023'}
SIX4	class2	18	{'cg14985973', 'cg06726207', 'cg07095997', 'cg15895565', 'cg22943762', 'cg06396724', 'cg04384181', 'cg06820541', 'cg13065475', 'cg15801891', 'cg18425696', 'cg20283449', 'cg20935627', 'cg00650422', 'cg23651502', 'cg14878471', 'cg16491506', 'cg03059018'}
KLHL28	class1	10	{'cg16718942', 'cg01555604', 'cg01340952', 'cg02082203', 'cg05194618', 'cg00660989', 'cg21102227', 'cg21096966', 'cg01938354', 'cg23695485'}
KLHL28	class2	9	{'cg15873908', 'cg05861639', 'cg03544502', 'cg23285774', 'cg25000079', 'cg01974100', 'cg15137232', 'cg02034974', 'cg22903365'}
PPP1R13B	class1	9	{'cg00662002', 'cg16043990', 'cg24683035', 'cg09270255', 'cg19643211', 'cg16360182', 'cg20066488', 'cg10541843', 'cg12011267'}
PPP1R13B	class2	21	{'cg08067969', 'cg09351176', 'cg04246008', 'cg01653080', 'cg14022322', 'cg26066433', 'cg11878319', 'cg03586793', 'cg11829633', 'cg18876623', 'cg04086197', 'cg11736230', 'cg24149191', 'cg13745946', 'cg23637151', 'cg18137598', 'cg22973515', 'cg02000113', 'cg08213375', 'cg15489228', 'cg10066332'}
CINP	class1	5	{'cg07001734', 'cg27124170', 'cg15389183', 'cg22474507', 'cg00674024'}
CINP	class2	10	{'cg04717240', 'cg26188290', 'cg00773205', 'cg22945462', 'cg07608290', 'cg08190942', 'cg21973800', 'cg23387377', 'cg02147905', 'cg10335543'}
C14orf45	class1	6	{'cg12022184', 'cg00676969', 'cg11191049', 'cg22201387', 'cg11053489', 'cg03465782'}
C14orf45	class2	8	{'cg13961709', 'cg15528081', 'cg03512643', 'cg02173977', 'cg12774845', 'cg07512790', 'cg18638434', 'cg23966157'}
SAMD4A	class1	5	{'cg02247898', 'cg21243939', 'cg12077344', 'cg12059104', 'cg09631475'}
SAMD4A	class2	55	{'cg18110553', 'cg01729020', 'cg10798173', 'cg06633081', 'cg26350222', 'cg18279455', 'cg27403778', 'cg01030747', 'cg19913537', 'cg26437697', 'cg14187687', 'cg23691492', 'cg24256211', 'cg21554616', 'cg24723693', 'cg16075775', 'cg05130075', 'cg10757024', 'cg16508438', 'cg24663397', 'cg18118490', 'cg13994599', 'cg20629089', 'cg18193067', 'cg23224396', 'cg07921759', 'cg10507281', 'cg16379462', 'cg10888242', 'cg13706079', 'cg09399131', 'cg26110727', 'cg13837097', 'cg00939438', 'cg14870242', 'cg05193449', 'cg00678668', 'cg02956973', 'cg18499294', 'cg06914133', 'cg27127645', 'cg09397716', 'cg09274864', 'cg14906944', 'cg16398105', 'cg24753200', 'cg02035733', 'cg10874502', 'cg21879240', 'cg16565061', 'cg21115727', 'cg07449447', 'cg20074307', 'cg23901920', 'cg18265575'}
